"2105","オーガニック能登そば 100gx2","金沢大地",0.7,4.9,0,2,7,"A",0.75,0
"14716","オーガニック玄米もち プレーン 300g","金沢大地",0.3,2.1,0,1,4,"C",0.51,0
"1238","オーガニック玄米もち 黒豆 300g","金沢大地",0.23,1.6,0,1,3,"C",0.35,0
"9352218001722","福まめ 85g","金沢大地",1.1,7.7,6,2,4,"A",0.58,11
"2115","有機きな粉 80g","金沢大地",0.1,0.7,0,1,2,"E",0,0
"1320","オーガニック米あめ 200g","金沢大地",0,0,0,0,0,"E",0,0
"14761","アナッサギフトボックス","金沢大地",0,0,0,0,0,"E",0,0
"9352218002569","オーガニックわたしのぬか床 タッパ付き 1kg","金沢大地",0,0,0,0,0,"E",0,0
"9352218002570","オーガニックわたしのぬか床 タッパなし 1kg","金沢大地",0,0,0,0,0,"E",0,0
"9352218002571","オーガニックわたしのぬか床 たしぬか 240g(補充用・塩なし)","金沢大地",0,0,0,0,0,"E",0,0
"9352218004438","ANASSA 4種お試しセット ","金沢大地",0,0,0,0,0,"E",0,0
"1237","オーガニック玄米もち よもぎ 300g","金沢大地",0,0,0,0,0,"E",0,0
"14146","ピュアシメトリー 40g","金沢大地",0,0,0,0,0,"E",0,0
"14145","ピュアハピネス 20g","金沢大地",0,0,0,0,0,"E",0,0
"14147","ピュアピース 30g","金沢大地",0,0,0,0,0,"E",0,0
"14149","ピュアディフェンス  30g","金沢大地",0,0,0,0,0,"E",0,0
"14155","ピュアハピネス 10袋","金沢大地",0,0,0,0,0,"E",0,0
"14157","ピュアピース 10袋","金沢大地",0,0,0,0,0,"E",0,0
"14156","ピュアシメトリー 10袋","金沢大地",0,0,0,0,0,"E",0,0
"14159","ピュアプロテクション  10袋","金沢大地",0,0,0,0,0,"E",0,0
"9352218001922","マウンテンティー 10袋","金沢大地",0,0,0,0,0,"E",0,0
"14163","カモミール 10袋","金沢大地",0,0,0,0,0,"E",0,0
"14161","ミント 10袋","金沢大地",0,0,0,0,0,"E",0,0
"9352218006697","かぶら寿司 1枚入","金沢大地",0.17,1.2,5,1,0,"B",0.28,0
"12033","六条大麦茶 500g","金沢大地",0,0,0,0,0,"E",0,0
"1894","奥能登海水塩  200g","金沢大地",0,0,0,0,0,"E",0,0
"11584","オホーツクおこっぺ有機牛乳 180ml","ノースプレインファーム",1.3,9.1,0,3,13,"B",0.68,15
"11827","オホーツクおこっぺ醗酵バター (有塩) 125g","ノースプレインファーム",0.23,1.6,0,1,3,"C",0.32,2
"11828","おこっぺ有機チーズモッツァレラ 100g","ノースプレインファーム",0.07,0.5,0,1,2,"E",0,0
"11589","おこっぺバタークリームケーキ 1個","ノースプレインファーム",0.17,1.2,0,1,3,"D",0.2,0
"13373","おこっぺ有機スモークチーズ 80g","ノースプレインファーム",0.4,2.8,3,1,1,"B",0.5,2
"11587","オホーツクおこっぺ有機のむヨーグルト 180ml","ノースプレインファーム",1.63,11.4,13,3,2,"A",0.62,14
"11586","オホーツクおこっぺ有機ヨーグルト砂糖不使用 150g","ノースプレインファーム",0.53,3.7,5,2,1,"D",0.69,5
"9352218003395","sソフトクリーム平干し芋付","ノースプレインファーム",0,0,0,0,0,"E",0,0
"11825","オホーツクおこっぺ有機牛乳 900ml","ノースプレインファーム",0,0,0,0,0,"E",0,0
"11826","オホーツクおこっぺ醗酵バター (食塩不使用) 125g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"11588","おこっぺ醗酵バターケーキ ピース 1個","ノースプレインファーム",0,0,0,0,0,"E",0,0
"14813","醗酵バターケーキ ホール","ノースプレインファーム",0,0,0,0,0,"E",0,0
"11585","オホーツクおこっぺ有機ヨーグルト 加糖 150g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"13406","おこっぺ季節の有機セミハードチーズ 80g","ノースプレインファーム",0.27,1.9,5,1,0,"C",0.5,0
"13330","ゴーダチーズ 80g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"13331","スモークチーズ 80g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"9352218005121","おこっぺ有機スモークチーズ(キューブ) 40g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"13372","おこっぺ有機ゴーダチーズ 80g","ノースプレインファーム",0.17,1.2,6,1,0,"D",0,1
"9352218001506","おこっぺ季節の有機セミハードチーズ 80g","ノースプレインファーム",0,0,0,0,0,"E",0,0
"13589","東京ブッラータ 150g","渋谷CHEESE STAND",0.07,0.5,0,1,2,"D",0,2
"9352218002813","CRACKERS チーズのOTOMO 20枚","渋谷CHEESE STAND",0.03,0.2,1,1,1,"E",0,0
"13588","出来立てリコッタ 100g","渋谷CHEESE STAND",0.07,0.5,0,1,2,"E",0,2
"13635","さけるモッツァレラ(クラタペッパー) 100g","渋谷CHEESE STAND",0.87,6.1,8,2,1,"A",0.61,3
"13590","CS カチョカヴァッロ","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"15761","さけるモッツァレラ(山椒) 100g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"15665","東京白カビチーズ 90g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"15666","東京白やなぎ 90g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"9339709006934","東京セミハードチーズ 100g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"15667","東京ブラウンチーズ 110g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"9339709006810","ホエイジャム 200g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"9339709006935","セミハードチーズのオイル漬け 100g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"16097","レモングラスブッラータ 150g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
"9352218004714","さけるモッツァレラ(プレーン) 100g","渋谷CHEESE STAND",0.4,2.8,6,1,0,"B",0.33,3
"13587","出来立てモッツァレラ 100g","渋谷CHEESE STAND",0,0,0,0,0,"E",0,0
